AAPL,MSFT,IBM,INTC,CSCO,CRM,ORCL,XOM,CVX,JPM,GS,AXP,V,JNJ,PFE,MRK,UNH,KO,PG,WMT,WBA,HD,MCD,NKE,DIS,BA,CAT,MMM,HON,VZ
302857282340.76855,236291851328.061,188150488734.18112,120656298921.19325,129261357384.99965,14207178532.415552,67347327376.59202,321328425824.9695,206719086448.86017,179539901467.1102,88558972893.25749,62655657385.94368,64398959739.8551,181713090317.0049,136224371305.60892,106351544875.93605,33244729936.819176,144259945484.26288,198341139941.17975,194593750049.42084,29656899168.61706,56688486364.00956,70049059952.96562,32112043863.029022,70084343184.40637,40198300817.24842,33805270728.683525,50147870315.89939,29125520476.82072,99912186880.27454
312828471249.4424,237739218020.48538,188381653658.06494,118677667650.21622,129488271614.91365,14230633373.369808,66749458304.65685,317096672391.9806,213182539518.04398,177981443019.7552,86415386570.87717,61191162063.08181,64409223249.205864,182541536011.3946,137965245311.76245,108060321438.72832,33048150785.977596,145221119105.53528,193844127968.02286,192940169402.48026,29341705469.513054,55938497834.62124,71824308000.42113,32389900115.868572,71349741129.43513,40223752943.357635,34272026146.213142,48969857475.79117,29473635028.938587,100102982867.2736
315738448755.2932,239853112532.3215,185304221487.4941,115830990425.16393,127403852522.33209,14372770171.513498,67163020757.3446,310195844071.84235,209737734536.93967,175033175281.17377,85882944328.30458,59028837890.96876,62774175351.17232,179944539475.4009,138353720728.13696,105718615228.688,33117112517.70231,147544174448.94785,188188450582.27066,192287384856.07126,29741559997.45415,55651226046.97535,71242553821.97464,32927273399.580906,70854145129.43489,41084234404.93376,34540536313.55728,49046352366.83312,29679241545.21119,100444184810.38843
320906457602.0715,236983294397.04733,185037822223.555,115591202773.44075,128276800115.62051,14235035468.546398,67802160102.44131,312731890859.0913,205643742349.60782,178436647569.27658,88766065510.66623,59898658064.169785,64575490544.8764,179758560641.37463,133844816472.29999,102145987022.77126,33361432326.089905,146558923812.196,184353077790.47443,191980455666.24652,29980374820.715477,54820011122.72977,70865135590.28526,33641136646.396355,69365726930.86292,41723646246.643394,34311257149.797184,49858699854.89393,30084346381.50432,101237206477.54655
325167448090.97217,231160328373.03357,187491441098.4909,114062345507.38036,128206461444.8097,14324746580.803196,68003846564.063705,314553986691.46826,203068541837.8759,173431323204.57495,89749589713.8207,59747808035.94005,65995476379.48474,179279167880.4114,130410441925.1702,104577858712.24878,33291272222.396763,147459915152.18253,181726657774.89655,195417915082.7579,29665165954.7514,54635165279.43399,71279675237.05785,32735409534.394974,69799746314.26137,42940884299.308426,34093290682.63942,50518817604.82384,29153597161.979473,101123344891.70369
321604514178.88605,227469042446.8555,189738707041.61322,113508711036.46532,127256835915.023,14300931321.911787,66351432660.27084,309073999052.13104,205260602331.26968,166452106050.0852,88449091050.68285,58905442809.11049,68086198265.33392,180826259709.6449,129482848952.86429,107646576339.94093,33042715455.0967,149636222939.0645,176933124869.80255,197454565566.68866,29539427528.44433,54095257423.67771,71213426581.40015,32711389547.27904,69140849473.87231,43227917674.63323,33839901928.532917,51343013779.3021,29356940029.50249,100991302296.43655
317484207784.865,228880159705.50766,190482007383.5681,116888889196.15335,128578271949.46541,14510497378.940832,68565334627.147934,311996666041.2599,206145594018.20462,168644426400.6552,86903690723.90309,58083339622.782555,67268774472.94723,182027248172.962,129628665054.60757,108143362760.11006,33684067410.780266,151446467649.28366,176429982680.9162,195476645015.4186,29974950058.088383,54536379173.00283,69199892875.72542,32335109786.208294,69373304444.86537,43686541976.7293,34383912204.871544,51842248036.46986,29598300282.123,101012071271.08511
312242742090.98987,228163327251.53726,189779954938.22147,116690247272.31982,124167379562.00839,14471927105.592667,68386248949.93093,310934017898.9776,205096339631.0024,170118526197.43814,85370296240.00546,55940189831.21118,66691836733.65255,183473680096.00162,134674056281.25436,109992624086.18672,33050210423.892265,150975953566.18988,177338325936.7805,195511840395.43948,30177829683.678635,54065516374.5859,69608989518.28407,32412582025.681572,70449116468.55186,42760857197.7712,34241815318.845604,49699011224.80355,29421578571.22513,100376444836.85103
305311650679.11084,229634335411.76218,188911730635.85718,112792136795.42058,124218574707.15112,14341957049.408401,68545021065.2148,305090536695.9385,204815367867.79398,169168658026.6375,85732176329.32445,55991964396.95945,66260295776.624886,179122490720.6881,131048026508.74922,108773586397.71452,33159247966.507793,149768557897.1788,179436183275.9672,194532099565.6764,29820208859.3602,53960207683.31813,70222077992.3368,32427339810.85133,72864236349.05151,42015698267.09921,34251240318.20512,50359828491.8527,29453826870.961216,99806247038.44533
295816773051.623,227637777302.60074,185445020774.1352,110100519811.42421,122315478156.92299,14198452069.505133,68767490768.36617,308705295686.158,202157369226.10526,168367777877.21753,83262403780.72806,55352017671.447,66657153358.08581,180869334953.549,129720497830.01018,111159719718.03262,32535500984.28859,147349898081.80978,181760032689.3149,197926385577.6544,30013618578.195885,53988986092.392715,67464663785.97555,31059117574.67226,72852321509.18791,41575763665.1729,33712497060.224186,50687404972.69119,29528995526.980583,100864995253.68863
296665101552.5573,234481505078.77817,184998408648.45267,110168600664.79155,124107967619.3343,14074594960.68205,70704550978.73177,311120191373.9576,202930003273.82755,170036943838.49338,85723785294.2678,56209437970.897964,64550527239.85412,183971211586.1627,129454728514.40741,111377002412.67328,32065474408.910683,148559545609.7485,179487433021.42697,197647787639.39005,29913161886.497208,55048227166.66629,70488106903.05223,30986156367.888508,72749933514.6693,41149344831.1244,34363109167.37842,50660798854.12895,29417774994.06771,101916603068.96687
293652872175.016,234668462608.35013,180538152683.07047,111546885934.14586,127542007978.85892,14245602919.092676,71504561306.15048,307501657406.8065,203306836300.841,167122378651.12152,85393306578.21751,57025384623.852264,64663328018.02199,179911110865.4487,126657904443.63023,108272396054.54301,32451851061.30412,152742475140.60196,184027592597.24045,192888636695.17792,30437348592.538094,55550252593.35077,68611129981.88686,30723866582.32333,74048200773.74666,41493569768.85948,33708952610.380665,51436763779.42403,28736128103.83003,101564405205.07526
300278378136.2718,235140041565.006,179127197306.1658,113184030893.59578,128967394920.77577,14511450531.642414,71786262631.55536,313426197997.096,204950295037.18732,168097208725.17776,85492152201.22867,56652750670.76187,63192471369.83427,177278955505.19193,126713751595.35403,108901678722.9776,33273441041.50216,152535245707.52396,187260851647.40536,195030177270.43854,30329763157.466812,55848108060.75265,68631391077.21582,31385732543.35614,74661585429.07571,40404824548.47669,33867590942.68838,53082652694.03504,28744337856.482193,101981710436.4381
303343625120.0096,230140430479.57242,180305985053.266,111061833914.39622,127109657955.39853,14728265587.907875,71626066911.8116,312355052208.20276,205800141278.86655,168047405855.72723,85484296191.31006,57333055903.26394,62396609007.621056,177224727775.81982,126706697142.866,105532594104.99464,32931689515.455936,155592290849.3865,188261935179.3798,191741625192.10632,29744468367.32833,55749180138.410995,71090421797.14859,31171523920.607708,76174077608.90005,40624309063.506996,34182853579.55392,52018734767.743095,29119598750.208103,101492320299.78137
308159220738.3074,226624987937.09702,180617810553.91,111870683686.53362,126323783605.50072,14817895427.269243,70966807930.24866,309658834329.1443,209594805274.948,171406795160.8389,84476893518.06499,57887886746.69688,61636266578.45374,174224376901.84882,130161328768.94704,102171635996.62424,33495681352.142868,154764946023.74185,187150711314.6162,192464278653.52484,29968021624.92246,55267648588.25206,72339106524.00636,31145207246.09788,73983593370.37953,40420441297.78997,34966905912.66075,53666014769.873955,29409758664.790493,100069187920.1202
310639970573.0093,231631385199.8013,182297104881.3879,113342868595.81879,126614810013.52295,14817903729.479908,70073097377.60301,301065605342.0822,209927748629.1669,171978250174.5712,85233155503.56651,56186164636.63594,62518086750.55033,179110862197.59244,131026033806.10933,102416009960.2404,33739995732.843758,158671586787.17355,183307435195.9907,192705975907.9526,29678377080.743248,54963067715.612755,72454560398.52376,31820162834.019447,76182393351.39804,40723263226.66293,34776423308.927986,56016196736.362236,29304034386.907684,99426038877.85562
299571027590.9232,239271463820.71207,184533076624.07785,117413471881.08835,123433162687.72787,15089846653.186249,69769962763.17726,305908257316.1856,205018279611.839,176517006460.3474,86259836962.14238,56104464185.08629,63379575364.00677,177014989699.33994,130098987648.69604,101836090333.65909,32910752462.963478,159979862606.45618,187176268267.12836,190960912060.48376,29820052520.467724,54823962165.79354,73100808414.86742,31337669844.465927,74501198082.33788,41500141658.274315,34762643423.91514,57892125863.16023,29361783632.474503,98431493454.8357
306698748011.5838,242734202090.46432,186082400779.69534,119352741016.07613,121933527321.01268,15064238822.539614,69294157465.90733,300545435932.43024,204032282463.24057,180501635479.1316,86526800948.95218,54543874795.86841,61628302060.04214,180911882591.626,130500655800.60619,100922489823.1781,32898973214.412834,156238636287.5666,191697071821.31998,190001474606.91623,30324968092.47607,54860567460.21174,75296513231.83502,31393060827.241074,75353051524.06084,41985209103.94561,35118338285.818596,58080542062.2147,29323674899.50641,100596032750.34839
301112588439.7574,242701616459.1313,185752344129.07587,119868879807.34883,120961377267.24655,15119082505.707035,68849435972.78444,294178620139.17896,203802197809.9975,176350454730.8808,84183994097.60677,54743721382.279976,62357714602.31599,181895466528.12326,132624635057.08385,97493342428.15198,32366830927.630814,159940663765.85925,187370670178.2607,191279687136.9184,30054740355.06345,54908724170.39946,74379266623.85948,31621725707.198036,75155898204.34375,41492377225.44843,34548090561.94345,58161770015.94938,28960111934.199142,101039856350.69852
316270824197.4858,249827976929.5049,187253070503.5632,119507670629.18286,117205130863.17143,14872237182.261486,69558405757.77849,291917640228.2782,201782481474.69446,175497293951.42883,82882850141.91533,53421780691.27273,62444295007.43829,179319072375.30508,131160115380.50404,96585798140.95728,32756569652.619865,158816915630.05835,186340775921.95187,192478061978.62732,29999302123.81247,54762337867.51587,75124399707.61787,31903399756.53192,74572736294.45381,41463385116.958466,34158121049.85548,57113714367.11403,29273104474.665596,101479508009.75642
318196696003.17676,250871905635.90482,186954385596.9817,120488373395.27106,119021842050.62508,15040112320.421633,69150862161.54668,299775539662.944,202229584593.33844,177225888716.53354,83356465728.8337,53792746851.32161,61740615714.8786,180800251948.02832,139296156387.21274,96531587314.68866,32916515289.02978,157285845340.60068,184303115541.51337,195713380688.57877,29753052045.327072,54518798733.286224,72780697200.89972,31347690639.831493,71858643439.66554,41884833075.77056,35683480437.53121,56603720575.279594,28762247280.4679,102407704131.35204
312783321589.12085,257451820424.69827,185829459020.71738,119109307294.37088,118716508657.31967,15171769040.72099,68673906952.30287,298637405958.4281,201574773497.21796,172731936910.5995,83957276462.39027,51933050539.11603,61418301197.96999,182363849626.6581,140332784961.91415,98359161871.54054,33002225931.830807,159212136144.8914,187156429572.99622,196393148177.4322,30100248018.093304,54937358225.304184,72264308791.46977,30498554295.2956,72242206410.96678,42216755328.22169,36251293159.14512,55569808702.639694,28535278623.120964,102796476670.18715
311628553162.208,245770903153.41608,186446971337.40714,115718617858.95128,117021972936.39859,15404453151.070816,69820737772.11072,294201721160.6457,200629507253.02676,172699345536.4211,86299354006.18929,51593707126.313515,61082426866.17992,185808961836.93707,139361922903.9572,100413461850.8686,32404181508.817955,158207027293.5851,181025034951.3299,193676344107.6583,30401862944.921337,54913283752.44919,71940937114.6542,30046392066.33002,71751374962.81328,42330665434.62346,36732481812.86856,53018366723.43071,28345518063.937016,102822330038.53394
310348169904.6318,247579880581.9784,186747651532.65433,115161470154.60161,116221537914.48123,15330959235.270163,70396897700.97237,292300144143.7072,200413148090.8677,173100023998.4839,88293948687.08379,51480238150.522964,62396773719.90313,188313226921.35846,139290917982.00894,100567960967.1701,32388002827.076626,157076488565.78482,183762231702.10587,193980934661.63416,30467547534.654526,54320209087.893005,70711058339.36812,31201063415.119137,71355290324.81998,41543886379.55946,37443182163.35342,53314560961.705635,28621650074.00417,102507802826.6023
307822009387.67316,246151701677.0419,182781299700.6702,114983731202.0102,116978003567.95276,15647267538.264347,70107364913.36057,283179253324.9923,200137791354.07516,181509028269.31683,89292718133.70021,50847605262.2956,63251029985.86039,185634604568.26788,135553548852.5485,100448383069.63351,32571749805.399216,152639942879.896,179651605734.1612,193779584447.52567,30290310539.545372,54566829294.24018,69218841654.68513,31531552675.809048,69656267605.67552,42780630768.79359,36299046286.05646,52359944469.43032,28835627774.831882,104253066648.28445
309183623259.7656,248732030672.57767,182628389032.9053,113258909992.19176,116283280566.1778,15375685065.328444,68761245020.29266,286937431829.8497,197315853870.5485,181861263110.3021,87297353762.38722,51402118104.84706,62805603750.983376,188538123439.39557,136690810715.94792,103504286258.32898,32348223025.53692,152480026810.68878,176404998854.55438,192652084030.74042,30176520599.22126,54210484081.32921,67833703465.61344,30632847449.581146,66594102862.17345,41720351344.35335,36564942832.66996,51026732156.75007,28455367734.3164,106073149925.1531
304850789200.5253,249846734386.95496,184055592113.57593,114387681235.52028,113771855636.1187,15303860599.196146,67255588788.18873,299796419153.0448,193532618225.83563,177654453296.90475,85793550949.1275,50074674657.73969,64532567066.04524,193909237498.17624,135553666381.31804,101243372967.9144,31442083783.305252,151733638254.95212,175535828444.95044,191067864766.783,30245436762.958786,54464334001.452225,68601339081.52039,30418184494.108006,65369009922.91797,42149536921.729416,36467607428.88409,51943844752.0063,28799308482.687054,104041030471.98723
296134997110.22675,244975847623.67084,181115713717.6631,115625328383.91791,114777158743.5394,15481098619.918562,67395189994.36319,302112401423.7972,196789998618.12433,178666670118.96475,85839508560.18163,51868425466.898575,64736898309.79958,191900351497.95178,133474544409.98192,103212208001.5315,32195124619.385857,151437856464.31482,179958067263.6035,186706522127.0361,30208320711.56213,54477365347.94881,67933559652.77518,31705157044.112667,65500639184.596306,41672820686.63505,36380649020.78282,50310261136.686844,28623295429.515312,104913956451.64496
292686641233.3866,240060101459.8971,184284591657.74973,117787560004.5264,116051567301.29662,15361324276.532986,67049089700.41143,299524590950.1369,194551315780.4002,174716275503.93286,84990060881.51044,51000932188.52053,62907557554.689384,191370420429.70502,134419656827.16182,107172342031.91635,32039607921.99939,151866867886.36124,181000607993.56332,186315832822.68094,30467086892.491688,54920680583.10303,68725456112.36972,31461288352.32578,65287677109.84495,40444654368.42419,35828594918.13969,49992651308.92844,28339347325.30924,105108460587.18872
299684434263.8568,235085722218.1869,184741717732.76352,115868285697.10022,115795617569.64685,15205371989.247108,67362520976.14829,297647111875.27075,197344768868.0315,173598861144.86542,84149047194.13625,49965723587.053665,63339110640.9515,192611921004.2286,135427283626.01053,112218614980.9203,32870912606.70536,151074822752.21967,179911018744.005,187488378196.08826,30127807609.827988,55552772625.4818,69547078928.82877,31525161261.38924,66372746940.75472,41768244622.923546,35853935537.49786,50136817704.34229,28922542633.22449,105899754638.20605
297819506645.29767,235211210946.24637,184956030311.75528,116404653863.13728,113650014858.68002,14903141318.694056,66535226240.66666,294512763638.1582,195958892178.86646,175326815361.27438,83968761966.94794,50468172681.202156,62013191973.85263,190211100423.35825,137244763350.57713,113537322642.67549,32653149020.856583,151287451704.8412,187193764017.74155,187576869731.48965,29862798458.693295,55436229016.04573,69982835540.62407,31354248669.896614,66550327604.736,40472892944.98812,35246343205.17929,50257456853.04844,28938785842.927883,104849328798.45547
296920027457.4231,235648777886.45236,186929929942.8221,116152959169.78513,114766208770.58546,14802344944.71399,66860236612.762436,297750015496.00665,198359547206.11346,177233359349.11777,84761724167.40805,50654155144.53631,62468803163.22339,191904238288.80643,135555419851.79309,111999354989.9541,32878072385.669434,152014222828.25793,183999038750.17914,187552592018.11844,29831033326.478123,54226285772.61923,69977559883.8466,31189584002.682148,66569394864.7542,41555511751.198906,34544103377.57797,49812378182.198,28147300119.39966,103962000339.27718
294852583802.6632,233148878088.29495,189378882125.28857,117518970864.09404,115267336022.90448,14738751282.578054,67515320318.51141,299019554709.21234,196493090968.46344,171222435953.4881,84192759549.3513,51706790903.8413,65258627165.87537,190884879559.10538,133668364456.95444,109289717977.48593,33271525060.459118,148320080600.63492,185665121643.39426,189451818511.71902,29993999151.276344,54153382486.87078,71056692739.5562,31218015095.941063,65831305223.84306,42964978555.5045,34356992107.949764,50748756806.52691,27477224048.387424,105150762036.95915
303446750306.067,233588972610.49536,190291804273.3534,118317376182.4273,114449173524.44722,14842757049.246552,66751581246.58091,297457366053.4088,199520040352.58334,174102170872.41473,83320925106.48146,51170624402.43456,64483143608.5222,191664685699.2411,131274020189.84975,110116899041.12497,33743500886.30959,148227093411.50235,188812565161.41556,188860819028.22708,29913371845.63631,53687499793.256035,72735342856.52637,30711816737.675953,66529343316.44991,42726142055.36415,33812111498.627445,50478547443.38966,28044582734.945644,105034959946.67563
297471118873.2065,235448995616.1033,189306946029.0674,123986879702.23778,115332368291.97311,14777834985.491718,67719251036.46177,290208150208.7372,199864155583.7118,180101214044.51358,83256852507.23102,49625897926.231865,64050189803.15619,194282648276.80643,132710327903.44902,108270402394.48521,33492864470.015945,147228476684.7599,189589125191.8623,191843870104.91147,30298749129.98485,53995580067.289,71007434802.05037,29928010001.55402,67438147012.18403,41432900267.470085,33742446805.20522,51006407461.94194,27792303416.056385,103496934548.73459
297132935455.7079,238280459621.815,191514862390.62866,124536038354.67561,115797927926.64105,14653438320.972782,66754469125.45054,289497494373.1432,200979587823.71445,180559176064.15225,80696060778.1966,49148517591.15237,65542202646.20875,193139293937.59293,129280446892.60776,113416080060.66444,33574234347.052853,148144462869.2776,190441191920.4949,190996999379.97455,30013711598.258995,55162845216.95853,72660034353.35768,30371609164.333397,68373835175.19912,40527615876.1982,34465936520.98729,50530700782.31024,28005409069.77411,101361747456.96054
285760586065.6793,240057780522.1098,188675711125.5158,120398561764.62422,117083733432.78786,15042956151.901194,67708236066.21923,289960050497.67096,201026858637.20328,182810524060.40112,82298561593.10094,49138254450.82444,65561464034.539345,192645624957.06815,131274820527.59413,112897157895.27728,33604837992.49335,150988515245.27243,194053528844.42273,192036149077.4484,30639314512.91866,54952921276.40263,75146422227.47043,30644748556.938583,72704693015.42097,39540355489.851105,34123966929.175957,51158261705.51156,28246909191.936417,103418153865.33632
282902624952.99884,244879262023.6052,191143420412.94052,121261296163.8348,115564880417.08327,15294782443.706394,68501481458.30178,294312085202.6619,201544865587.30112,182761916322.16098,82357688416.67035,50107110493.9158,65573043519.60798,189178521510.99625,128954033374.41846,110993514264.6324,33796663256.813168,150920190389.58057,193962529059.5041,193075375884.3779,30370634204.47043,55740269974.19915,74784664004.6121,30363314792.18486,73292863314.92671,38131769788.994156,33753566062.46057,52251598042.96625,27792952679.351917,104456021153.48077
292022031583.36066,242694368042.96002,191195622848.744,122793786786.87294,115025811968.18776,15439156431.850466,67792738130.97576,293564855050.8875,199496505297.27383,183099453136.34476,83967618396.5735,50215570647.745285,63996376315.36087,185374941279.49884,130558351463.71365,114939540872.38133,34061469957.654686,150134487991.161,195811289685.10834,192423846842.9589,30209890771.958885,55186310935.45892,76895255335.05898,28943060900.40826,74267620762.48743,37872608401.01758,33608981225.671215,53940687642.62514,27692411755.898335,103373140703.7983
291811353102.174,244819951542.8794,189299360020.85745,119512009595.96368,113797651301.53716,15654390032.927233,67696729846.8866,297139117993.9928,198902037728.9839,180071551778.67374,86192974701.67584,50314771317.65489,63517099031.18892,187364678363.92838,129161214758.32332,113219670591.19989,34121068391.902775,150169120838.9878,195728924458.14493,196902738157.344,30321423113.609493,53906646423.62583,77302365709.33426,29013638019.97613,74138184967.32162,38157627236.33476,33674747837.70764,54005393011.29406,28016141283.35549,102522065017.89125
287062815008.0391,260886615262.10132,186802601677.35513,119359726645.43848,111523019036.8236,15641496730.813717,66836270845.98919,296421715829.3717,201584297333.48563,180953131520.9073,86907021650.0011,48793547274.58452,65752335458.527214,183448550893.8061,133744591970.31775,115257775865.37091,34457497360.24314,148498047679.6251,195234405197.50906,195481521156.79028,30314067284.849754,53836048241.11005,74080091970.25647,29654483315.999058,73825725464.69846,37890139933.26607,33464817242.395973,54434099349.404076,27849011194.59112,99786971343.80032
290080358102.10925,262703210551.1154,185797521923.04257,117077047008.25916,112158429761.21602,15330927387.845697,65959093371.111946,294296000538.63116,203645641784.3035,179038412505.58292,86241753846.7922,51068929162.16157,66131213217.15705,183659712367.6018,133137506316.00717,113508847889.78957,33390927283.22597,150534561548.0227,195820383502.80606,194776471803.7898,30245015054.971848,54286464853.80665,71852465091.18134,29360928018.90483,72063745489.83452,39316189441.86704,34013220002.9139,52483538635.237404,27495669595.60049,99618392617.20149
288113502152.0847,253730778906.78915,190342366856.48776,117410773773.55977,113442907030.84648,15184457691.961407,66438386591.692406,293995115980.8189,202739219057.25195,180417181985.092,84065010881.38559,52972501121.58586,66276386954.549065,186229796038.40207,130667097727.13486,111140933760.07622,32906577202.67074,151060367709.93652,194981667412.72107,193463342223.79044,29856273553.317776,53663449171.869064,71927543406.93793,29154122273.20136,71028286314.34377,40555644813.500916,34040790892.926758,53767494509.68453,27470940728.257687,99882244322.24217
288563016934.79285,243430121836.3046,193399169446.39395,116975871287.63931,115160027464.99768,15035339123.79676,66232482706.410675,291467708676.90515,205721119387.5897,180734383281.41022,84601945479.50148,54595248378.64468,67611679754.68176,187401376266.38812,127449666799.21448,109446759902.7858,32528734369.817295,152512874260.50406,194551318030.61044,190177859716.07098,29792003759.59517,52960297006.9532,71991982758.56737,28334088933.661457,71655710899.82556,40846837921.35501,35116149794.66694,54630170290.10345,27481427731.00792,100776645818.627
281606455990.95105,238003366752.0102,193417551310.18732,113176380574.72484,115405544995.06859,14846557507.764484,66235508647.614624,288117269225.88055,206488491935.4178,180066670882.18066,86440506660.50984,54683276909.592285,66481858329.489624,185948805485.44214,124666326694.21631,110268687975.08444,32930144569.65757,157424255088.10278,191309646437.9185,189544987983.6565,29591209902.47273,53177182422.32216,72671022190.55588,28401908334.069283,72987198349.86208,40333124931.22107,35667755598.634766,55169917941.906044,27620586521.765347,100377863132.2752
295773493324.1959,233734665087.86493,193337667856.24963,111999605416.39015,118919043999.13785,15010059205.15245,65657988982.3138,292141119797.5842,206772322129.38843,177687792016.016,87374301548.45897,55177180461.3443,66641941851.36939,185127398050.60498,126563855899.03986,110665641380.1896,33063747402.13282,155702464036.94153,196422320893.97653,187260630961.48807,29764188404.50222,53110710469.62254,75289404500.8484,28031415256.912697,71783277778.60881,39575545465.54783,35829802764.22298,53898661097.33011,27606971056.863106,97966621194.4922
297577253101.1564,231393385945.40833,188508038019.86572,113865884651.3118,116611638185.74661,15150112939.023882,65099101397.433685,301019459881.16833,208299224713.73563,173890211164.10165,86031128603.80563,55877343366.33862,66201958999.73413,184052532562.11194,130564535169.7404,108898391862.40802,33207752953.500156,157374453077.05896,198187972023.54297,187024237665.4617,29670647293.849358,52320642263.67487,73692563166.69922,28306676867.353157,71452822762.2971,39681657784.584694,36378375323.410164,52880771781.03098,27670373014.24147,98277879335.13861
293897066159.3236,239031228779.23633,190283657643.97333,114381037578.85423,120106905393.66425,14865766130.535965,65085401252.828064,303889133437.7072,205406818625.94064,174527061318.47818,84522141767.26195,56630363077.912865,67410226899.14008,184167923168.58173,126243424336.4213,106788095953.26324,33575283236.943207,157007097317.93433,187133936254.76022,189795694463.7456,29737570806.295895,52051253264.23487,75186918395.94743,28064660759.544804,70409870697.3934,40002130168.718834,37319493372.92285,54435456786.53937,27919351174.143196,98882346600.51134
298825345297.09766,232413590782.20566,191289671082.9228,113204097452.81026,120752319777.10938,14829260258.812117,65450798501.54825,305445913767.10034,197155320431.1885,174760149299.25522,85357078473.83766,57058754190.46472,67122505449.91214,187719322302.36673,127797132267.6781,107819682839.54155,34164275683.78556,157359459807.9627,183469272998.85236,184516277114.10983,29580416935.04156,52599709911.651955,74640038939.71297,28591049849.684765,70538035127.67683,41032915807.85836,37027426676.94591,54889009526.926315,28204649551.957493,100607996157.86699
289289990882.3929,230403649719.64163,192786236842.63208,115816709508.8363,121207340600.01166,14784168049.138695,65991675635.68997,310511192701.8185,196344386574.46594,175478243909.32712,86853238632.9663,59122187139.34584,67899742807.59678,187061629676.6223,128357199075.04651,109084238916.65018,34157885237.69225,157314921476.2676,179554753415.5025,187508295747.94095,29194614440.048267,52523491776.47175,74791712882.12614,29717952160.009007,69914627228.15022,40458554538.43923,36600017260.8654,56423493435.504875,27412102366.58033,99493245002.8988
305081651469.779,233844910174.49435,189017825264.36572,115724679596.29797,121298992598.12834,14945664333.678894,67315774651.25567,313051486356.80615,195138333638.48145,177627215482.05206,85818013481.19638,57625670848.581024,65482686689.41303,182352546811.85364,126704903685.80942,106545870778.37073,34365637664.46673,154352297456.6926,169086583150.47424,185416226084.90262,29072150215.76065,52364795260.7265,77033401111.85979,29429286659.44761,71032999813.6442,40429190955.13418,36482843902.6962,55538928100.8894,27538300362.996,98714274871.45024
305927565213.49677,232961080744.0132,185943714077.29672,117359109921.49515,122045446906.88445,14869530122.078678,67310530135.562645,313134777632.73285,193210025387.45267,177380996634.2069,84952648929.35335,56332553770.38127,63446163970.5532,181008588395.5157,128913526133.60738,105238093042.07233,35669656548.03397,155866116491.04343,173566729549.75195,187351540387.36386,29780223816.19798,52124244934.95629,73036442341.37791,29246590509.24645,71689343191.81485,40530419834.631165,36545418089.503815,56732615396.05051,27797725507.97267,99689649151.11998
300198379149.96985,227774733310.2765,189635213403.53934,117430925038.69331,120736509114.24396,14767469710.98044,66699651942.9824,310106278184.603,190409196269.73993,172089556845.84378,84693245213.38036,55529557510.15096,64796675250.70798,181354772660.6316,130276472905.15466,103927521552.98668,35579671299.32276,156214237764.8073,176106337549.184,187324753416.4731,30190571293.039097,52301374922.03846,74262243181.95216,29050560197.068928,69152039955.1324,40716214680.42453,36853775540.40169,57165724468.594055,28059341043.416454,99358238438.47023
295599315611.75256,231245598151.46005,190100363383.09045,116385112909.65945,122760329658.93654,14625398199.666315,66173747866.59019,318637870646.8832,192928141945.8696,170820147290.6465,85066730789.98921,55617796989.94903,61476752633.980606,178733175881.40918,130753846699.13925,103510906986.91045,35680486929.5747,158128245567.82938,175238468307.05777,185253557335.21545,30307936345.93783,52302819440.815346,74056291666.59944,28969410157.80558,72058295477.0385,38890577195.870995,36506856836.49692,57014472296.12475,27925225034.254208,100417013591.47319
300442761005.3839,231571989155.03967,188724619798.20535,116153490193.60948,122371252091.79594,14633783980.15113,65972551137.33684,320004038838.9086,195100196237.0951,166936413092.10297,83690892126.68372,53556791861.05757,62621351284.6913,179111972224.9011,132672823045.7318,100918335438.53157,36569509099.43727,156296630688.97845,176025488471.4907,187348552174.07843,29935123663.777428,52193406441.754585,74346818200.20374,30542435238.711426,72327734098.35881,40171664836.09334,37079044608.07077,57225820613.99398,27730615794.444736,101610921483.58418
291788551399.5321,240283925627.02197,188668587986.694,111699901263.57652,121540745168.85233,14770680085.116776,65744893897.67188,323573062973.4526,193298574672.26495,163126246576.2444,83655268933.21686,53611216032.13951,62325788770.81438,181862555702.11914,130868024957.30606,102028621494.1709,36512318350.62413,152619796428.81003,172005292825.19147,187567080444.47205,30665258129.203815,52660115785.801414,71836406258.6625,28814048345.407303,73168350029.40375,40088623972.83589,37589172974.12967,56218050904.585724,27968756213.27612,102513700087.22505
289680208430.14954,238159185311.9158,188173717031.89688,112751932330.33876,121374703866.47139,14959127868.005056,65361875605.985306,316569492782.4468,198460862910.60965,161689444756.35974,82995780149.57812,53561095801.94232,62535042180.93877,180522092773.95193,131367755375.95053,102398935531.61195,36509051105.331764,147604672467.93475,178409274146.3551,187432213224.31836,30851267507.134117,52109673035.69986,71315399236.44476,28537050794.71337,74977396921.89777,39623713260.734245,37851640115.26461,55497138936.858345,27941093466.21093,102127614477.73558
297296581298.51,228476225754.17432,184234423034.7459,109736598288.50183,119177443216.43747,14819512611.378983,64151008063.224365,312997856272.2649,193618378198.17114,159137445612.70758,84610209885.92258,54028757275.585785,62880820969.126526,177752052354.1301,127801981452.8849,100526246114.4518,36384928316.27177,149353964838.2622,181572909234.18365,188962433883.0952,30531817603.026527,52299298241.77567,71039125231.41394,28518326705.3968,77520318556.19582,38273680425.32214,37517105596.19638,56563669603.86431,27591380112.780567,101303805827.04887
