loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,emp_length_missing
6000,36.0,10.64,195.42,1,6,5.0,5,72000.0,1,2,10.42,0.0,1.0,10.0,1.0,5725,41.8,11.0,0
8000,36.0,12.62,268.09,2,10,7.0,1,85000.0,1,1,12.27,0.0,5.0,15.0,3.0,5922,32.5,24.0,0
5725,36.0,14.65,197.48,2,14,10.0,5,65500.0,0,1,9.44,1.0,4.0,10.0,1.0,3204,18.0,21.0,0
17000,36.0,12.59,569.45,2,11,2.0,5,98000.0,1,6,1.79,0.0,0.0,2.0,0.0,5001,98.1,5.0,0
7200,36.0,11.53,237.53,1,9,6.0,1,25000.0,2,0,21.56,0.0,1.0,10.0,0.0,11256,45.0,33.0,1
3000,36.0,15.61,104.9,3,15,10.0,4,30000.0,2,2,8.16,0.0,1.0,12.0,1.0,5394,33.1,31.0,0
12000,60.0,14.65,283.28,2,14,5.0,1,70000.0,0,2,19.39,0.0,0.0,7.0,0.0,2173,38.1,24.0,0
8500,36.0,22.74,327.89,4,20,9.0,5,62000.0,1,2,16.05,0.0,3.0,17.0,0.0,9816,35.3,31.0,0
6500,36.0,18.99,238.24,3,17,4.0,1,45000.0,2,9,26.85,1.0,1.0,8.0,0.0,3050,8.9,28.0,0
12000,36.0,10.16,388.11,1,5,10.0,1,69000.0,0,2,18.1,0.0,0.0,9.0,1.0,8856,40.3,15.0,0
2500,36.0,11.99,83.03,1,7,4.0,5,30000.0,0,1,22.84,0.0,0.0,13.0,0.0,8382,54.8,32.0,0
20675,60.0,12.73,467.57,1,9,10.0,1,68000.0,0,1,32.24,0.0,1.0,34.0,0.0,14879,18.4,66.0,0
7800,36.0,13.33,264.06,2,12,10.0,5,47300.0,0,2,13.42,0.0,2.0,7.0,0.0,7663,66.6,15.0,0
12000,36.0,13.11,404.97,1,8,5.0,1,111348.0,1,2,15.47,0.0,3.0,26.0,0.0,25393,52.8,42.0,0
22000,60.0,13.59,507.24,2,11,10.0,5,72000.0,1,1,21.32,1.0,0.0,7.0,0.0,27204,59.8,20.0,0
11500,60.0,17.86,291.15,3,19,8.0,1,40000.0,2,2,24.63,0.0,2.0,15.0,0.0,11879,40.0,16.0,0
18000,60.0,16.55,443.01,3,16,9.0,4,60000.0,1,2,13.68,0.0,0.0,10.0,0.0,7371,92.1,25.0,0
2600,36.0,10.49,84.5,1,6,0.0,5,33500.0,1,8,17.91,0.0,0.0,8.0,0.0,5244,61.7,16.0,0
12000,36.0,12.69,402.54,2,11,2.0,1,65000.0,1,2,21.41,0.0,2.0,17.0,0.0,13202,89.8,21.0,0
11925,36.0,19.99,443.12,4,20,6.0,5,50000.0,2,11,19.11,0.0,2.0,10.0,0.0,3299,19.0,15.0,0
27000,36.0,13.67,918.48,2,12,10.0,5,72000.0,2,2,12.9,0.0,1.0,7.0,1.0,18198,85.8,23.0,0
10000,60.0,13.49,230.05,2,11,3.0,5,100000.0,0,2,18.78,2.0,0.0,14.0,0.0,6208,21.8,33.0,0
12000,36.0,10.99,392.81,1,8,4.0,1,40000.0,0,1,14.73,0.0,3.0,23.0,0.0,9559,55.3,31.0,0
5000,36.0,11.49,164.86,1,9,6.0,5,42000.0,0,2,22.31,0.0,0.0,6.0,1.0,3302,13.8,19.0,1
18500,60.0,12.73,418.38,1,9,6.0,1,67000.0,0,2,10.66,0.0,0.0,11.0,0.0,3374,11.6,24.0,1
15000,36.0,8.24,471.71,1,5,2.0,1,106000.0,0,2,8.25,0.0,1.0,7.0,0.0,139876,7.1,18.0,0
9000,36.0,5.32,271.04,0,0,7.0,1,78000.0,0,2,30.26,0.0,0.0,19.0,0.0,5931,6.6,44.0,0
12000,36.0,13.99,410.08,2,12,5.0,1,52000.0,0,1,27.63,0.0,1.0,24.0,0.0,18550,45.4,44.0,0
29975,60.0,11.53,659.68,1,9,10.0,1,65000.0,1,1,19.92,0.0,0.0,25.0,0.0,43634,54.1,50.0,0
6000,36.0,13.99,205.04,2,13,10.0,1,52000.0,2,2,17.63,0.0,2.0,19.0,1.0,11154,43.9,30.0,0
12000,60.0,12.69,271.14,2,11,10.0,1,42000.0,0,2,21.66,0.0,0.0,19.0,0.0,12860,47.8,34.0,0
16000,36.0,17.57,575.0,3,18,10.0,5,55000.0,2,2,30.29,0.0,0.0,15.0,0.0,14052,44.9,25.0,0
5400,36.0,17.27,193.26,3,16,4.0,1,160000.0,1,9,16.54,3.0,1.0,16.0,1.0,1294,25.4,49.0,0
35000,60.0,19.52,917.97,4,22,10.0,1,84000.0,2,2,31.87,0.0,1.0,23.0,0.0,45027,13.4,46.0,0
6000,36.0,11.49,197.83,1,9,7.0,1,114400.0,2,2,2.75,0.0,1.0,8.0,0.0,7177,42.0,13.0,0
36000,60.0,8.24,734.1,1,5,6.0,4,100000.0,1,2,12.22,0.0,0.0,7.0,0.0,33536,43.6,27.0,1
19750,36.0,12.99,665.37,2,11,10.0,1,45000.0,0,2,27.52,3.0,1.0,16.0,0.0,14092,32.0,37.0,0
13000,36.0,12.79,436.71,2,10,4.0,5,35000.0,1,2,16.08,0.0,0.0,12.0,0.0,12947,56.0,14.0,0
10000,36.0,5.32,301.15,0,0,5.0,1,70000.0,0,11,13.28,0.0,1.0,15.0,0.0,17033,12.4,53.0,0
15000,36.0,10.64,488.53,1,8,0.0,1,84000.0,1,1,15.0,2.0,0.0,9.0,1.0,15886,59.1,23.0,0
6000,36.0,9.17,191.28,1,6,10.0,1,65000.0,0,2,27.23,2.0,1.0,9.0,0.0,3628,39.4,23.0,0
8400,36.0,10.99,274.97,1,8,6.0,5,65000.0,0,2,20.77,7.0,2.0,26.0,0.0,8002,20.5,33.0,0
31500,60.0,18.24,804.02,3,19,8.0,1,78867.0,2,2,19.11,0.0,0.0,11.0,1.0,11301,80.1,21.0,0
9000,36.0,13.99,307.56,2,13,0.0,1,46500.0,1,2,18.3,3.0,0.0,6.0,0.0,14928,60.0,11.0,0
40000,60.0,8.39,818.55,1,5,4.0,1,114000.0,2,1,13.43,0.0,0.0,15.0,0.0,26586,24.9,34.0,0
20000,60.0,12.69,451.9,2,11,6.0,4,51000.0,2,2,21.79,0.0,1.0,10.0,0.0,17651,54.6,23.0,1
10000,36.0,13.53,339.5,1,9,0.0,5,30000.0,0,1,24.91,0.0,1.0,7.0,0.0,8385,73.6,11.0,0
12000,36.0,7.26,371.96,0,3,10.0,1,50000.0,0,2,26.64,0.0,0.0,16.0,0.0,12045,39.1,47.0,0
30000,60.0,24.99,880.37,5,28,8.0,5,100000.0,2,2,14.46,0.0,3.0,15.0,0.0,4706,19.2,26.0,0
13000,36.0,6.68,399.51,0,2,9.0,5,46000.0,0,2,17.11,0.0,0.0,8.0,0.0,13663,96.9,36.0,0
4700,36.0,6.89,144.89,0,2,2.0,1,155000.0,0,0,11.64,0.0,1.0,14.0,0.0,23513,32.6,30.0,0
12650,36.0,19.99,470.06,4,23,0.0,5,75000.0,1,2,22.86,0.0,0.0,23.0,0.0,8552,99.4,37.0,0
20000,36.0,12.53,669.33,1,9,4.0,1,86670.0,0,1,20.13,0.0,0.0,13.0,0.0,51324,63.6,36.0,0
15000,60.0,15.31,359.3,2,11,10.0,5,145758.0,2,2,7.75,0.0,0.0,12.0,0.0,24460,57.8,44.0,0
30000,36.0,9.99,967.88,1,7,10.0,1,140000.0,1,9,5.27,3.0,1.0,22.0,0.0,25910,33.2,44.0,0
15000,36.0,6.03,456.54,0,0,10.0,1,149694.0,1,2,15.46,0.0,1.0,18.0,0.0,10824,19.9,35.0,0
23000,60.0,19.19,599.04,4,22,4.0,5,53900.0,2,2,39.21,1.0,1.0,11.0,0.0,29890,73.6,24.0,0
35000,36.0,16.99,1247.68,3,17,10.0,1,100000.0,1,2,18.58,0.0,0.0,11.0,0.0,19104,76.4,22.0,0
15000,36.0,10.99,491.01,1,6,6.0,1,60000.0,2,1,23.76,0.0,1.0,17.0,0.0,13942,29.0,38.0,1
10000,60.0,8.18,203.63,1,5,10.0,1,103000.0,0,4,4.88,0.0,0.0,15.0,0.0,1941,4.6,29.0,0
30000,36.0,17.57,1078.12,3,18,6.0,1,84000.0,2,2,13.27,1.0,0.0,10.0,0.0,23667,84.8,22.0,1
10000,60.0,13.98,232.58,2,12,2.0,5,70000.0,1,9,24.97,1.0,1.0,21.0,0.0,8950,18.7,33.0,0
28000,36.0,13.99,956.84,2,13,10.0,1,110000.0,1,2,11.13,3.0,0.0,17.0,3.0,11409,38.3,34.0,0
7500,36.0,16.77,266.54,3,16,2.0,5,120000.0,2,2,12.84,0.0,0.0,6.0,0.0,37910,98.0,14.0,0
10000,36.0,13.49,339.31,2,11,6.0,1,73000.0,1,1,15.24,1.0,3.0,10.0,0.0,1391,6.0,15.0,1
3025,36.0,18.25,109.75,3,17,6.0,1,37000.0,2,4,41.62,3.0,1.0,9.0,0.0,6978,57.2,20.0,1
30000,36.0,6.99,926.18,0,2,9.0,5,112000.0,1,2,18.43,0.0,1.0,14.0,0.0,21649,39.4,32.0,0
10550,36.0,7.91,330.17,0,4,8.0,5,40000.0,1,9,19.71,0.0,0.0,6.0,0.0,8084,55.8,13.0,0
6000,36.0,11.99,199.26,2,10,9.0,5,60000.0,1,2,19.9,0.0,2.0,7.0,0.0,4030,40.3,23.0,0
13000,36.0,12.39,434.22,2,10,10.0,1,85000.0,1,2,27.33,3.0,0.0,23.0,0.0,18343,51.8,60.0,0
11000,36.0,6.89,339.1,0,2,10.0,1,80000.0,1,2,19.67,0.0,0.0,17.0,0.0,3086,5.4,48.0,0
10000,36.0,8.38,315.12,1,5,10.0,1,76000.0,0,4,9.87,0.0,0.0,11.0,1.0,11169,34.1,19.0,0
15000,60.0,15.61,361.67,3,15,10.0,5,60000.0,1,9,17.7,0.0,0.0,9.0,0.0,8659,48.6,23.0,0
20000,60.0,11.99,444.79,1,9,0.0,5,60000.0,1,2,14.66,0.0,0.0,5.0,0.0,13642,46.9,17.0,0
12500,36.0,15.59,436.94,2,14,0.0,5,53000.0,1,1,26.47,0.0,0.0,10.0,0.0,11405,46.7,11.0,0
15600,36.0,15.99,548.38,2,14,1.0,5,98000.0,1,2,18.1,1.0,0.0,24.0,0.0,1689,20.6,35.0,0
35000,36.0,19.03,1283.5,3,17,10.0,1,168000.0,2,1,23.44,2.0,0.0,13.0,1.0,13825,24.3,30.0,0
17225,60.0,18.99,446.74,4,20,10.0,5,90000.0,2,2,29.45,1.0,1.0,17.0,0.0,14370,83.7,40.0,0
9450,36.0,15.99,332.19,3,16,10.0,1,19000.0,2,2,34.85,0.0,1.0,13.0,0.0,16613,66.5,18.0,0
4200,36.0,12.69,140.89,2,11,9.0,1,90000.0,0,2,13.73,1.0,0.0,15.0,0.0,26255,89.9,32.0,0
15000,60.0,18.39,384.1,4,21,0.0,1,67200.0,2,6,12.43,0.0,3.0,10.0,0.0,3416,19.7,16.0,0
10400,36.0,12.49,347.87,1,9,9.0,5,62000.0,1,2,19.78,0.0,0.0,23.0,0.0,17816,87.8,47.0,0
19200,60.0,15.05,457.28,2,13,7.0,1,125000.0,2,2,10.65,0.0,0.0,6.0,0.0,30356,85.8,13.0,0
6500,36.0,11.53,214.44,1,9,10.0,1,70000.0,1,2,22.06,0.0,2.0,11.0,0.0,5310,52.1,40.0,0
31225,60.0,21.97,861.87,4,23,6.0,5,104000.0,2,2,10.72,0.0,0.0,11.0,1.0,8285,25.7,24.0,0
16900,60.0,26.49,510.91,5,26,10.0,1,46500.0,2,2,13.19,0.0,1.0,12.0,1.0,8722,54.2,22.0,0
4500,36.0,6.71,138.36,0,2,5.0,5,30000.0,1,1,4.36,0.0,0.0,5.0,0.0,3333,18.2,6.0,0
3200,36.0,7.35,99.32,0,3,10.0,5,41000.0,1,1,2.69,0.0,2.0,13.0,1.0,1989,11.8,48.0,0
35000,36.0,7.89,1095.0,0,4,6.0,1,360000.0,2,2,8.67,0.0,3.0,14.0,0.0,95200,83.0,34.0,0
24000,60.0,9.16,500.07,1,6,10.0,1,70000.0,2,2,25.39,2.0,0.0,10.0,0.0,7503,34.0,23.0,0
2000,36.0,14.08,68.44,2,12,6.0,1,70000.0,1,2,9.6,0.0,3.0,11.0,0.0,57391,89.0,22.0,1
30800,60.0,13.59,710.14,2,11,0.0,1,110000.0,2,2,27.41,0.0,0.0,23.0,1.0,19951,44.7,56.0,0
8600,36.0,11.99,285.61,1,9,5.0,4,60000.0,0,7,9.66,2.0,1.0,15.0,0.0,3682,16.1,25.0,0
7200,36.0,14.31,247.17,2,13,0.0,5,34000.0,1,12,23.05,0.0,0.0,12.0,0.0,1174,7.0,15.0,0
32000,60.0,21.45,873.83,3,19,10.0,1,75000.0,2,2,19.54,0.0,0.0,13.0,1.0,6769,59.9,16.0,0
19100,36.0,9.99,616.22,1,7,5.0,1,70000.0,0,2,35.83,0.0,0.0,24.0,0.0,4757,6.1,36.0,0
9800,36.0,12.12,326.07,1,7,3.0,1,240000.0,2,2,5.78,2.0,1.0,16.0,0.0,10190,60.7,29.0,0
13025,60.0,21.97,359.52,4,23,10.0,1,31459.0,1,2,11.18,2.0,0.0,6.0,1.0,288,7.4,9.0,0
9800,36.0,13.59,333.0,2,11,9.0,5,62000.0,2,2,9.97,0.0,1.0,8.0,3.0,7946,43.2,19.0,0
14475,60.0,23.99,416.34,5,27,10.0,4,40248.0,1,2,34.17,0.0,1.0,14.0,1.0,16970,66.5,29.0,0
6000,36.0,8.18,188.52,1,5,6.0,5,24000.0,1,1,21.95,0.0,1.0,9.0,1.0,6189,36.6,21.0,1
22000,60.0,8.18,447.98,1,5,6.0,5,53040.0,0,2,19.48,0.0,0.0,12.0,0.0,4664,10.7,20.0,0
10000,36.0,14.08,342.17,2,12,2.0,1,60000.0,0,2,10.78,1.0,3.0,14.0,0.0,10904,22.1,16.0,0
32000,36.0,12.29,1067.3,2,10,10.0,1,132000.0,1,2,6.17,0.0,0.0,6.0,0.0,32292,84.1,11.0,0
20000,60.0,15.81,484.35,2,13,3.0,1,50000.0,2,2,13.13,0.0,2.0,10.0,0.0,21077,72.1,24.0,0
28000,36.0,8.9,889.09,0,4,1.0,5,300000.0,2,2,7.07,0.0,1.0,6.0,0.0,11039,32.5,14.0,0
15000,60.0,17.99,380.82,3,16,6.0,1,40000.0,0,2,23.43,0.0,0.0,11.0,1.0,14017,79.2,19.0,1
14000,60.0,19.99,370.84,3,18,10.0,1,57000.0,1,1,27.2,0.0,1.0,18.0,0.0,25898,65.7,25.0,0
20000,60.0,15.31,479.06,2,11,10.0,1,65000.0,2,2,9.51,0.0,1.0,7.0,0.0,15146,65.1,13.0,0
12000,36.0,11.99,398.52,1,7,3.0,1,75000.0,0,2,14.42,1.0,1.0,18.0,0.0,17481,70.5,39.0,0
10000,36.0,6.62,307.04,0,1,10.0,1,65000.0,0,1,11.41,0.0,0.0,6.0,0.0,5646,52.8,30.0,0
8000,36.0,11.99,265.68,2,10,5.0,5,50000.0,2,9,6.34,0.0,0.0,11.0,0.0,11006,49.6,22.0,0
5000,36.0,13.99,170.87,2,13,3.0,1,43000.0,1,1,10.27,0.0,1.0,4.0,0.0,4639,80.0,44.0,0
16000,36.0,10.99,523.77,1,8,6.0,5,76000.0,2,2,12.28,0.0,2.0,6.0,0.0,10100,45.5,8.0,0
9700,36.0,14.46,333.7,2,13,10.0,1,38666.0,2,2,29.27,0.0,0.0,7.0,0.0,38699,93.0,13.0,0
11000,36.0,9.32,351.42,0,3,3.0,5,65867.36,1,1,19.15,0.0,2.0,11.0,0.0,4148,14.3,23.0,0
10500,36.0,7.62,327.2,0,2,9.0,1,103000.0,1,2,7.58,1.0,0.0,12.0,0.0,12093,28.4,18.0,0
16000,60.0,12.61,360.87,2,11,2.0,1,58000.0,1,9,17.69,0.0,5.0,8.0,0.0,18579,70.4,28.0,0
30225,60.0,15.31,723.98,2,11,6.0,1,100000.0,2,2,32.59,0.0,0.0,9.0,0.0,70378,86.5,22.0,1
9800,36.0,17.27,350.72,3,16,10.0,1,85000.0,0,2,39.83,0.0,0.0,16.0,0.0,28938,76.2,25.0,0
21000,60.0,12.99,477.71,2,11,8.0,5,72822.0,1,2,14.19,0.0,0.0,8.0,2.0,8292,58.8,26.0,0
6000,36.0,9.17,191.28,1,6,8.0,1,51000.0,1,9,16.24,1.0,0.0,9.0,0.0,8036,94.5,18.0,0
28000,36.0,6.68,860.47,0,2,10.0,1,200000.0,0,1,11.76,0.0,0.0,9.0,3.0,34215,70.8,14.0,0
5600,36.0,9.63,179.73,1,5,6.0,5,43860.0,0,9,11.03,0.0,0.0,5.0,0.0,13600,86.1,15.0,0
35000,36.0,11.49,1154.0,1,9,10.0,1,113000.0,2,2,23.29,0.0,0.0,12.0,0.0,12242,62.8,18.0,0
35000,60.0,10.75,756.63,1,8,5.0,1,95000.0,1,1,32.5,0.0,1.0,11.0,0.0,33215,59.7,26.0,0
6000,36.0,11.44,197.69,1,8,10.0,5,40000.0,1,1,12.36,0.0,0.0,3.0,0.0,5385,82.8,17.0,0
19000,60.0,10.99,413.02,1,6,10.0,4,124000.0,2,1,17.88,1.0,0.0,16.0,0.0,34037,59.4,51.0,0
18000,36.0,13.35,609.54,2,11,4.0,5,50000.0,1,1,21.15,0.0,0.0,9.0,0.0,11266,82.9,43.0,0
4800,36.0,7.97,150.35,0,4,3.0,1,51500.0,0,9,17.94,0.0,2.0,12.0,0.0,15795,40.5,16.0,0
11125,36.0,13.49,377.48,2,11,10.0,5,60000.0,0,2,32.3,1.0,0.0,8.0,0.0,1618,13.6,26.0,0
35000,60.0,18.45,897.37,3,16,0.0,1,150000.0,2,2,7.06,2.0,0.0,6.0,0.0,21300,51.0,24.0,0
5400,36.0,7.39,167.71,0,3,0.0,4,27000.0,0,2,11.29,0.0,0.0,7.0,0.0,1961,25.1,43.0,0
14900,36.0,14.46,512.59,2,13,10.0,5,97500.0,0,2,24.42,0.0,1.0,8.0,1.0,4677,55.7,26.0,0
10000,36.0,7.39,310.56,0,3,5.0,1,89000.0,0,2,13.23,1.0,0.0,10.0,0.0,6901,31.4,16.0,0
28000,36.0,6.24,854.87,0,1,10.0,5,83000.0,1,1,16.88,0.0,0.0,6.0,0.0,35694,75.5,11.0,0
15000,36.0,11.14,492.08,1,6,7.0,1,85000.0,0,2,10.59,0.0,0.0,13.0,0.0,14177,40.7,29.0,0
20150,36.0,13.99,688.59,2,13,4.0,5,60000.0,1,1,17.08,1.0,0.0,18.0,0.0,19569,70.9,27.0,0
20000,60.0,13.98,465.16,2,10,4.0,1,60000.0,2,2,30.4,0.0,2.0,12.0,0.0,20258,75.6,21.0,0
20000,60.0,17.56,503.1,4,23,8.0,4,70000.0,1,4,0.26,1.0,2.0,5.0,1.0,92,1.8,28.0,0
25200,36.0,7.89,788.4,0,4,2.0,1,60000.0,2,1,20.13,0.0,0.0,19.0,0.0,33985,55.9,25.0,0
20000,60.0,16.59,492.66,3,15,8.0,1,96928.0,1,4,1.99,0.0,0.0,4.0,0.0,2008,69.2,6.0,0
15000,60.0,13.67,346.47,2,12,1.0,5,40000.0,2,2,22.98,0.0,0.0,8.0,0.0,9262,54.2,20.0,0
28000,60.0,14.99,665.98,2,13,10.0,1,100000.0,1,2,9.68,1.0,0.0,8.0,0.0,13576,82.0,14.0,0
14400,36.0,9.49,461.21,1,6,4.0,5,48000.0,1,2,10.55,1.0,0.0,8.0,0.0,9071,77.1,13.0,0
